"id_sample","chr_grade","is_secondary","ave_age","pct_struggle_reader","pct_disability","pct_lowSES","pct_SLL","pct_boy","pct_minority","id_study","chr_authorname","chr_country","is_USA","chr_language","is_English","is_school_context","is_article","is_RCT","mean_num_dosage_total","mean_num_dosage_session_num","mean_num_dosage_session_length","mode_is_scripted","mode_is_small_group","mode_is_school_staff","mode_is_fidelity"
"125_3","5","Elementary",10.5,0.2,NA,NA,NA,0.584905660377358,NA,"125","Guthrie et al. 1999","USA","USA","English","English","School Environment","peer reviewed paper","QED",7200,120,60,"No / Not reported","classroom/ large group","School Staff","Reported"
"125_3","5","Elementary",10.5,0.2,NA,NA,NA,0.471698113207547,NA,"125","Guthrie et al. 1999","USA","USA","English","English","School Environment","peer reviewed paper","QED",7200,120,60,"No / Not reported","classroom/ large group","School Staff","Reported"
"125_4","5","Elementary",10.5,0.2,NA,NA,NA,0.584905660377358,NA,"125","Guthrie et al. 1999","USA","USA","English","English","School Environment","peer reviewed paper","QED",7200,120,60,"No / Not reported","classroom/ large group","School Staff","Reported"
"125_4","5","Elementary",10.5,0.2,NA,NA,NA,0.471698113207547,NA,"125","Guthrie et al. 1999","USA","USA","English","English","School Environment","peer reviewed paper","QED",7200,120,60,"No / Not reported","classroom/ large group","School Staff","Reported"
"126_1","5","Elementary",10.5,NA,0.02,NA,0,0.488,0.58,"126","Guthrie et al. 2009","USA","USA","English","English","School Environment","peer reviewed paper","QED",5400,60,90,"No / Not reported","classroom/ large group","School Staff","Reported"
"126_1","5","Elementary",10.5,NA,0,NA,0.02,0.636,0.37,"126","Guthrie et al. 2009","USA","USA","English","English","School Environment","peer reviewed paper","QED",5400,60,90,"No / Not reported","classroom/ large group","School Staff","Reported"
"126_2","5","Elementary",10.5,NA,0.08,NA,0.12,0.396,0.44,"126","Guthrie et al. 2009","USA","USA","English","English","School Environment","peer reviewed paper","QED",5400,60,90,"No / Not reported","classroom/ large group","School Staff","Reported"
"126_2","5","Elementary",10.5,NA,0.23,NA,0.14,0.65,0.23,"126","Guthrie et al. 2009","USA","USA","English","English","School Environment","peer reviewed paper","QED",5400,60,90,"No / Not reported","classroom/ large group","School Staff","Reported"
"127_7","7","Secondary",12.5,0.2,NA,0.477,NA,NA,0.683,"127","Little et al. 2014","USA","USA","English","English","School Environment","peer reviewed paper","RCT",6800,160,42.5,"No / Not reported","classroom/ large group","School Staff","Reported"
"127_7","7","Secondary",12.5,0.2,NA,0.477,NA,NA,0.683,"127","Little et al. 2014","USA","USA","English","English","School Environment","peer reviewed paper","RCT",6800,160,42.5,"No / Not reported","classroom/ large group","School Staff","Reported"
"127_8","8","Secondary",13.5,0.2,NA,0.477,NA,NA,0.683,"127","Little et al. 2014","USA","USA","English","English","School Environment","peer reviewed paper","RCT",6800,160,42.5,"No / Not reported","classroom/ large group","School Staff","Reported"
"127_8","8","Secondary",13.5,0.2,NA,0.477,NA,NA,0.683,"127","Little et al. 2014","USA","USA","English","English","School Environment","peer reviewed paper","RCT",6800,160,42.5,"No / Not reported","classroom/ large group","School Staff","Reported"
"127_6","6","Secondary",11.5,0.2,NA,0.79,NA,NA,0.692,"127","Little et al. 2014","USA","USA","English","English","School Environment","peer reviewed paper","RCT",6800,160,42.5,"No / Not reported","classroom/ large group","School Staff","Reported"
"127_6","6","Secondary",11.5,0.2,NA,0.79,NA,NA,0.692,"127","Little et al. 2014","USA","USA","English","English","School Environment","peer reviewed paper","RCT",6800,160,42.5,"No / Not reported","classroom/ large group","School Staff","Reported"
"127_7","7","Secondary",12.5,0.2,NA,0.79,NA,NA,0.692,"127","Little et al. 2014","USA","USA","English","English","School Environment","peer reviewed paper","RCT",6800,160,42.5,"No / Not reported","classroom/ large group","School Staff","Reported"
"127_7","7","Secondary",12.5,0.2,NA,0.79,NA,NA,0.692,"127","Little et al. 2014","USA","USA","English","English","School Environment","peer reviewed paper","RCT",6800,160,42.5,"No / Not reported","classroom/ large group","School Staff","Reported"
"127_8","8","Secondary",13.5,0.2,NA,0.79,NA,NA,0.692,"127","Little et al. 2014","USA","USA","English","English","School Environment","peer reviewed paper","RCT",6800,160,42.5,"No / Not reported","classroom/ large group","School Staff","Reported"
"127_8","8","Secondary",13.5,0.2,NA,0.79,NA,NA,0.692,"127","Little et al. 2014","USA","USA","English","English","School Environment","peer reviewed paper","RCT",6800,160,42.5,"No / Not reported","classroom/ large group","School Staff","Reported"
"127_6","6","Secondary",11.5,0.2,NA,0.769,NA,NA,0.667,"127","Little et al. 2014","USA","USA","English","English","School Environment","peer reviewed paper","RCT",6800,160,42.5,"No / Not reported","classroom/ large group","School Staff","Reported"
"127_6","6","Secondary",11.5,0.2,NA,0.769,NA,NA,0.667,"127","Little et al. 2014","USA","USA","English","English","School Environment","peer reviewed paper","RCT",6800,160,42.5,"No / Not reported","classroom/ large group","School Staff","Reported"
"127_7","7","Secondary",12.5,0.2,NA,0.769,NA,NA,0.667,"127","Little et al. 2014","USA","USA","English","English","School Environment","peer reviewed paper","RCT",6800,160,42.5,"No / Not reported","classroom/ large group","School Staff","Reported"
"127_7","7","Secondary",12.5,0.2,NA,0.769,NA,NA,0.667,"127","Little et al. 2014","USA","USA","English","English","School Environment","peer reviewed paper","RCT",6800,160,42.5,"No / Not reported","classroom/ large group","School Staff","Reported"
"127_8","8","Secondary",13.5,0.2,NA,0.769,NA,NA,0.667,"127","Little et al. 2014","USA","USA","English","English","School Environment","peer reviewed paper","RCT",6800,160,42.5,"No / Not reported","classroom/ large group","School Staff","Reported"
"127_8","8","Secondary",13.5,0.2,NA,0.769,NA,NA,0.667,"127","Little et al. 2014","USA","USA","English","English","School Environment","peer reviewed paper","RCT",6800,160,42.5,"No / Not reported","classroom/ large group","School Staff","Reported"
"127_6","6","Secondary",11.5,0.2,NA,0.662,NA,NA,0.85,"127","Little et al. 2014","USA","USA","English","English","School Environment","peer reviewed paper","RCT",6800,160,42.5,"No / Not reported","classroom/ large group","School Staff","Reported"
"127_6","6","Secondary",11.5,0.2,NA,0.662,NA,NA,0.85,"127","Little et al. 2014","USA","USA","English","English","School Environment","peer reviewed paper","RCT",6800,160,42.5,"No / Not reported","classroom/ large group","School Staff","Reported"
"127_7","7","Secondary",12.5,0.2,NA,0.662,NA,NA,0.85,"127","Little et al. 2014","USA","USA","English","English","School Environment","peer reviewed paper","RCT",6800,160,42.5,"No / Not reported","classroom/ large group","School Staff","Reported"
"127_7","7","Secondary",12.5,0.2,NA,0.662,NA,NA,0.85,"127","Little et al. 2014","USA","USA","English","English","School Environment","peer reviewed paper","RCT",6800,160,42.5,"No / Not reported","classroom/ large group","School Staff","Reported"
"127_8","8","Secondary",13.5,0.2,NA,0.662,NA,NA,0.85,"127","Little et al. 2014","USA","USA","English","English","School Environment","peer reviewed paper","RCT",6800,160,42.5,"No / Not reported","classroom/ large group","School Staff","Reported"
"127_8","8","Secondary",13.5,0.2,NA,0.662,NA,NA,0.85,"127","Little et al. 2014","USA","USA","English","English","School Environment","peer reviewed paper","RCT",6800,160,42.5,"No / Not reported","classroom/ large group","School Staff","Reported"
"128","7","Secondary",12.5,0.2,NA,0.203,0.01,0.47,0.211,"128","Guthrie & Klauda, 2014","USA","USA","English","English","School Environment","peer reviewed paper","QED",1800,20,90,"No / Not reported","classroom/ large group","School Staff","Reported"
"128","7","Secondary",12.5,0.2,NA,0.203,0.01,0.47,0.211,"128","Guthrie & Klauda, 2014","USA","USA","English","English","School Environment","peer reviewed paper","QED",1800,20,90,"No / Not reported","classroom/ large group","School Staff","Reported"
"129_1","3","Elementary",8.5,1,NA,NA,NA,0.5,0.78,"129","Guthrie et al., 1998","USA","USA","English","English","School Environment","peer reviewed paper","QED",7650,85,90,"No / Not reported","classroom/ large group","School Staff","Reported"
"129_1","3","Elementary",8.5,1,NA,NA,NA,0.5,0.78,"129","Guthrie et al., 1998","USA","USA","English","English","School Environment","peer reviewed paper","QED",7650,85,90,"No / Not reported","classroom/ large group","School Staff","Reported"
"129_1","3","Elementary",8.5,1,NA,NA,NA,0.5,0.78,"129","Guthrie et al., 1998","USA","USA","English","English","School Environment","peer reviewed paper","QED",7650,85,90,"No / Not reported","classroom/ large group","School Staff","Reported"
"129_1","3","Elementary",8.5,1,NA,NA,NA,0.5,0.78,"129","Guthrie et al., 1998","USA","USA","English","English","School Environment","peer reviewed paper","QED",7650,85,90,"No / Not reported","classroom/ large group","School Staff","Reported"
"129_2","5","Elementary",10.5,1,NA,NA,NA,0.5,0.78,"129","Guthrie et al., 1998","USA","USA","English","English","School Environment","peer reviewed paper","QED",7650,85,90,"No / Not reported","classroom/ large group","School Staff","Reported"
"129_2","5","Elementary",10.5,1,NA,NA,NA,0.5,0.78,"129","Guthrie et al., 1998","USA","USA","English","English","School Environment","peer reviewed paper","QED",7650,85,90,"No / Not reported","classroom/ large group","School Staff","Reported"
"129_2","5","Elementary",10.5,1,NA,NA,NA,0.5,0.78,"129","Guthrie et al., 1998","USA","USA","English","English","School Environment","peer reviewed paper","QED",7650,85,90,"No / Not reported","classroom/ large group","School Staff","Reported"
"129_2","5","Elementary",10.5,1,NA,NA,NA,0.5,0.78,"129","Guthrie et al., 1998","USA","USA","English","English","School Environment","peer reviewed paper","QED",7650,85,90,"No / Not reported","classroom/ large group","School Staff","Reported"
"130","7","Secondary",13.5833333333333,NA,NA,0.8,NA,0.3,NA,"130","Tijims et al., 2018","Netherlands","non-USA","Dutch","non-English","School Environment","peer reviewed paper","RCT",405,9,45,"No / Not reported","classroom/ large group","Research Staff","Reported"
"130","7","Secondary",13.5,NA,NA,0.8,NA,0.24,NA,"130","Tijims et al., 2018","Netherlands","non-USA","Dutch","non-English","School Environment","peer reviewed paper","RCT",405,9,45,"No / Not reported","classroom/ large group","Research Staff","Reported"
"131","4, 5","Elementary",11.2,1,NA,0.85,0.25,0.525,0.74,"131","Schunk & Rice. (S1), 1987","USA","USA","English","English","School Environment","peer reviewed paper","RCT",525,15,35,"Yes (Including CAI)","small group (3–7 students)","Research Staff","Reported"
"131","4, 5","Elementary",11.2,1,NA,0.85,0.25,0.525,0.74,"131","Schunk & Rice. (S1), 1987","USA","USA","English","English","School Environment","peer reviewed paper","RCT",525,15,35,"Yes (Including CAI)","small group (3–7 students)","Research Staff","Reported"
"131","4, 5","Elementary",11.2,1,NA,0.85,0.25,0.525,0.74,"131","Schunk & Rice. (S1), 1987","USA","USA","English","English","School Environment","peer reviewed paper","RCT",525,15,35,"Yes (Including CAI)","small group (3–7 students)","Research Staff","Reported"
"131","4, 5","Elementary",11.2,1,NA,0.85,0.25,0.525,0.74,"131","Schunk & Rice. (S1), 1987","USA","USA","English","English","School Environment","peer reviewed paper","RCT",525,15,35,"Yes (Including CAI)","small group (3–7 students)","Research Staff","Reported"
"132","4, 5","Elementary",11,1,NA,NA,NA,0.5,NA,"132","Schunk & Rice. (S2), 1987","USA","USA","English","English","School Environment","peer reviewed paper","RCT",525,15,35,"Yes (Including CAI)","small group (3–7 students)","Research Staff","Reported"
"132","4, 5","Elementary",11,1,NA,NA,NA,0.5,NA,"132","Schunk & Rice. (S2), 1987","USA","USA","English","English","School Environment","peer reviewed paper","RCT",525,15,35,"Yes (Including CAI)","small group (3–7 students)","Research Staff","Reported"
"132","4, 5","Elementary",11,1,NA,NA,NA,0.5,NA,"132","Schunk & Rice. (S2), 1987","USA","USA","English","English","School Environment","peer reviewed paper","RCT",525,15,35,"Yes (Including CAI)","small group (3–7 students)","Research Staff","Reported"
"133","3","Elementary",8.16,1,0.89,NA,NA,0.416666666666667,0.16,"133","Orkin, 2013","USA","USA","English","English","After school Program","disseration","QED",2400,25,120,"Yes (Including CAI)","small group (3–7 students)","School Staff","Reported"
"133","3","Elementary",8.16,1,0.89,NA,NA,0.416666666666667,0.16,"133","Orkin, 2013","USA","USA","English","English","After school Program","disseration","QED",2400,25,120,"Yes (Including CAI)","small group (3–7 students)","School Staff","Reported"
